WordA,WordB,Alpha,Nonalpha,OverallFreq,Word1_freq,Word2_freq,Weird?,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,*BStress,RelFreq,GenPref,Attested,LogCenteredOverallFreq,Estimate,Est.Error,Q2.5,Q97.5,item,predicted_resp_value,predicted_resp,binom_prob,GeneratedSentence
black,white,black and white,white and black,2268565,,,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.040297084652965,The photograph was printed in black and white.
groups,individuals,groups and individuals,individuals and groups,441733,,,no,0,-1,0,0,0,0,0.599729376,4,2,1,-0.247854473,0.112101023,1,0.7248929043163422,0.3357690600225592,0.0193115358238825,0.2981495014062515,0.373495318396514,19,0,individuals and groups,0.007846613209235,The study examined the behavior of individuals and groups.
face,figure,face and figure,figure and face,57306,,,no,0,1,0,0,0,0,-0.267431233,1,1,1,0.4229749069999999,0.180285429,1,-0.14555592625165,0.8137344160498141,0.0128473935006453,0.7874986761407499,0.8378548758376967,173,0,figure and face,0.0010179407392438,The sculpture features a figure and face that reflect ancient traditions.
black,white,black and white,white and black,2268565,,,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.040297084652965,The photograph was printed in black and white.
gas,oil,gas and oil,oil and gas,1040905,,,no,0,-1,0,0,0,0,-0.310324221,0,0,0,-0.414552241,-0.085058577,1,2.0815836849042952,0.1243538501992748,0.0161351598344625,0.095138763357124,0.1584833912382707,12,0,oil and gas,0.0184898545559393,The country's economy relies heavily on oil and gas.
death,life,death and life,life and death,1142991,,,no,0,-1,-1,0,0,-1,-1.058483404,0,0,0,-0.438072128,-0.395286899,1,2.3127345648304294,0.0750485595444749,0.0129079583090166,0.052697522005612,0.1031556418988904,11,0,life and death,0.0203032335791909,The debate centered on issues of life and death.
methods,principles,methods and principles,principles and methods,107758,,,no,0,1,-1,0,0,0,0.392269152,1,1,0,-0.342424692,-0.0208421389999999,1,-0.0313186734056835,0.2722298187813319,0.0150999004919584,0.2433155197506126,0.3026143870370634,142,0,principles and methods,0.0019141321707926,The report outlines the principles and methods used in the study.
gentlemen,ladies,gentlemen and ladies,ladies and gentlemen,501922,,,no,0,0,-1,1,0,0,-0.283997477,-1,-1,0,-0.40864716,0.0176318829999999,1,0.8611774125924437,0.1951646924420503,0.0163659759718066,0.164252929799902,0.2283357211826151,17,0,ladies and gentlemen,0.0089157653949459,"The speaker addressed the audience, saying, “ladies and gentlemen, welcome to the conference.”"
expense,time,expense and time,time and expense,78761,,,no,0,1,0,0,0,0,-3.610925808,0,0,0,-0.40732723,-0.0123728379999999,1,-0.0969758846316902,0.2415159453826561,0.0166006753242199,0.2099843613494922,0.2750229952373639,160,1,expense and time,0.0013990512435624,The project required careful consideration of expense and time.
death,life,death and life,life and death,1142991,,,no,0,-1,-1,0,0,-1,-1.058483404,0,0,0,-0.438072128,-0.395286899,1,2.3127345648304294,0.0750485595444749,0.0129079583090166,0.052697522005612,0.1031556418988904,11,0,life and death,0.0203032335791909,The study examined the impact of life and death decisions on medical staff.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,0.0272192657070817,The study compared climate patterns in the north and south.
forefinger,thumb,forefinger and thumb,thumb and forefinger,193360,,,no,0,0,1,-1,0,0,-1.902043309,-2,-1,-1,-0.397093504,-0.196613465,1,0.1625078809057494,0.1960469018438531,0.0123222265379219,0.1727946866709489,0.2210238310193923,25,1,forefinger and thumb,0.003434701799815,He injured his forefinger and thumb while gardening.
black,white,black and white,white and black,2268565,,,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.040297084652965,The photograph was printed in black and white.
death,life,death and life,life and death,1142991,,,no,0,-1,-1,0,0,-1,-1.058483404,0,0,0,-0.438072128,-0.395286899,1,2.3127345648304294,0.0750485595444749,0.0129079583090166,0.052697522005612,0.1031556418988904,11,0,life and death,0.0203032335791909,The study examined issues of life and death.
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,0.0275908195835129,The company's revenue comes from the sale of goods and services.
fall,rise,fall and rise,rise and fall,746325,,,no,0,-1,0,0,0,0,0.334721403,0,0,0,-0.470051921,-0.067965168,1,1.4145732602756422,0.1245054483981924,0.0141110634069529,0.098571711474342,0.1539915536431431,14,0,rise and fall,0.0132571567063867,The economist discussed the rise and fall of the market.
father,son,father and son,son and father,486090,,,no,0,0,0,1,0,0,0.413296216,-1,-1,-1,0.467923636,0.027898002,1,0.8253293949309567,0.8636356341124951,0.0126455450828489,0.8379832918684776,0.8870965007713698,78,1,father and son,0.0086345376389743,The father and son went to the park.
black,white,black and white,white and black,2268565,,,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.040297084652965,The photograph was printed in black and white.
fall,rise,fall and rise,rise and fall,746325,,,no,0,-1,0,0,0,0,0.334721403,0,0,0,-0.470051921,-0.067965168,1,1.4145732602756422,0.1245054483981924,0.0141110634069529,0.098571711474342,0.1539915536431431,14,0,rise and fall,0.0132571567063867,The rise and fall of the empire was documented by historians.
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,0,girls and boys,0.0326031820941904,The school organized a field trip for girls and boys.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The conference welcomed men and women from various fields.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
evening,morning,evening and morning,morning and evening,282270,,,no,0,-1,0,0,0,-1,-0.533727315,0,0,0,-0.423640486,-0.339049293,1,0.3638246602313436,0.1508719350473005,0.0125360827375403,0.1277790054733215,0.1768456424837708,93,0,morning and evening,0.0050140322560704,The schedule includes sessions in the morning and evening.
men,officers,men and officers,officers and men,457386,,,no,0,0,0,-1,0,0,1.961113083,2,2,1,-0.409400375,0.0369168739999999,1,0.7603356165734958,0.2034753298264612,0.0169642036946063,0.1713519437201628,0.2377590907482828,79,0,officers and men,0.0081246613436604,The report highlighted the contributions of officers and men during the operation.
file,rank,file and rank,rank and file,500989,,,no,0,1,0,0,0,0,0.945394566,0,0,0,-0.499642707,0.1094722529999999,1,0.859064843082706,0.1619396449959189,0.0187929449547391,0.127264693658919,0.2004672867607742,77,0,rank and file,0.0088991922837583,The rank and file were invited to the meeting.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,0.0272192657070817,The study compared climate patterns in the north and south.
nitrogen,oxygen,nitrogen and oxygen,oxygen and nitrogen,93142,,,no,0,0,-1,0,0,0,-0.649438935,0,0,0,-0.0813059629999999,-0.1205756459999999,1,-0.0644133314489057,0.4194399933788734,0.0106384287538053,0.3991398311948848,0.4406940043190299,150,0,oxygen and nitrogen,0.0016545045254363,The atmosphere consists mainly of oxygen and nitrogen.
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,0.0326031820941904,The school organized an event for boys and girls.
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,0.0326031820941904,The school organized a field trip for boys and girls.
radio,television,radio and television,television and radio,651263,,,no,0,0,-1,0,0,0,0.125163278,1,1,1,0.244326025,0.0084331119999999,1,1.19932665498659,0.7480529318890369,0.014005829474888,0.7201550106479521,0.7749540649869351,71,1,radio and television,0.0115685467431367,The study examined the impact of radio and television on public opinion.
horses,wagons,horses and wagons,wagons and horses,28583,,,no,0,1,0,0,0,0,1.9120516,0,0,0,0.2255011719999999,0.134141755,1,-0.2105927258531463,0.6986033467509528,0.0115924681290139,0.6755291198128273,0.7208600735661579,214,1,horses and wagons,0.0005077269422016,The museum exhibit features horses and wagons from the 19th century.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,0.0275908195835129,The company offers goods and services to its customers.
god,man,god and man,man and god,501367,,,no,0,0,0,1,0,0,-0.518086474,0,0,0,0.3238296499999999,0.111173713,1,0.85992073941141,0.8059585862501526,0.0117403486409924,0.782487483633405,0.8282888818925639,76,0,man and god,0.0089059067918279,The documentary explores the relationship between a man and god in ancient mythology.
hair,skin,hair and skin,skin and hair,93412,,,no,0,1,0,0,0,0,0.181515601,0,0,0,-0.113315206,0.089566625,1,-0.0638019769284028,0.4567850410419067,0.0134053362151721,0.4300214981183273,0.4825358412766068,149,0,skin and hair,0.0016593006026288,The dermatologist examined the patient's skin and hair.
city,county,city and county,county and city,315000,,,no,0,0,0,0,0,1,0.829040122,0,0,0,0.321015873,0.300533249,1,0.4379344137723029,0.8183132112599492,0.0127725321642568,0.7924225074414808,0.8422275148724956,89,1,city and county,0.0055954233912997,The new regulation affects the city and county equally.
iron,wood,iron and wood,wood and iron,29016,,,no,0,0,0,1,0,0,0.026576326,-1,-1,-1,-0.200682382,0.017425181,1,-0.2096122943443399,0.3789600076047978,0.0132178380443536,0.3531613316820562,0.4049763804835767,213,0,wood and iron,0.0005154184289585,The museum displayed artifacts made of wood and iron.
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,0.0333385450705492,The security cameras operate day and night.
father,mother,father and mother,mother and father,1590868,,,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,1,father and mother,0.0282589841894295,The father and mother attended the school meeting.
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,0.0272192657070817,The north and south of the country experience different climates.
stress,tension,stress and tension,tension and stress,32225,,,no,0,0,0,0,0,0,0.738993657,1,1,1,0.1198603569999999,0.131382768,1,-0.2023462326543632,0.6321962933923356,0.0107895383184412,0.6107645563821108,0.6531324575579269,202,1,stress and tension,0.0005724206945543,The study examined the effects of stress and tension on employee performance.
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,0.0326031820941904,The school organized a field trip for boys and girls.
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,0.0326031820941904,The school organized a field trip for boys and girls.
classmates,friends,classmates and friends,friends and classmates,13278,,,no,0,0,-1,0,0,0,-3.638258081,-1,0,0,-0.1751769839999999,-0.2234065659999999,1,-0.2452474700616518,0.3320586273419042,0.0142563376752412,0.3050967160835187,0.3612037801523452,265,0,friends and classmates,0.0002358604183799,The survey asked friends and classmates about their study habits.
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,0.0333385450705492,The store is open day and night.
head,tail,head and tail,tail and head,73606,,,no,0,1,0,0,0,0,2.409717583,0,0,0,0.4451267559999999,0.146582108,1,-0.1086482274212914,0.8196213321671685,0.0130619689015548,0.7929212720059973,0.8440820625421894,31,0,tail and head,0.0013074816956825,The study recorded the tail and head of each specimen for analysis.
